,Unnamed: 0,claw_length_cm,endangered,size_cm,specie,sub_specie,tail_length_cm,weight_kg
652,652,6.973,least_concern,49.457,three_toed,Pale-throated sloth,5.503,5.323
653,653,8.315,least_concern,50.026,three_toed,Pale-throated sloth,4.895,5.61
654,654,7.38,least_concern,50.858,three_toed,Pale-throated sloth,4.812,4.312
655,655,7.322,least_concern,50.973,three_toed,Pale-throated sloth,5.717,6.269
656,656,7.608,least_concern,49.378,three_toed,Pale-throated sloth,3.736,5.386
657,657,6.388,least_concern,51.931,three_toed,Pale-throated sloth,3.891,4.916
658,658,8.077,least_concern,50.247,three_toed,Pale-throated sloth,7.151,4.6
659,659,9.007,least_concern,51.818,three_toed,Pale-throated sloth,5.477,4.381
660,660,6.37,least_concern,47.583,three_toed,Pale-throated sloth,5.412,3.591
661,661,5.746,least_concern,49.881,three_toed,Pale-throated sloth,5.95,4.214
662,662,7.048,least_concern,51.781,three_toed,Pale-throated sloth,4.608,4.319
663,663,7.39,least_concern,50.401,three_toed,Pale-throated sloth,4.406,4.808
664,664,7.243,least_concern,49.09,three_toed,Pale-throated sloth,4.406,3.942
665,665,7.156,least_concern,50.434,three_toed,Pale-throated sloth,3.66,5.096
666,666,7.102,least_concern,48.629,three_toed,Pale-throated sloth,4.412,3.669
667,667,6.582,least_concern,50.461,three_toed,Pale-throated sloth,4.809,4.327
668,668,7.438,least_concern,50.14,three_toed,Pale-throated sloth,4.277,4.899
669,669,7.589,least_concern,49.876,three_toed,Pale-throated sloth,5.024,5.453
670,670,8.897,least_concern,49.579,three_toed,Pale-throated sloth,5.004,3.454
671,671,8.037,least_concern,51.18,three_toed,Pale-throated sloth,6.618,6.338
672,672,7.501,least_concern,50.277,three_toed,Pale-throated sloth,4.487,4.859
673,673,6.619,least_concern,49.322,three_toed,Pale-throated sloth,5.422,4.119
674,674,7.075,least_concern,50.809,three_toed,Pale-throated sloth,4.749,4.356
675,675,8.087,least_concern,51.631,three_toed,Pale-throated sloth,6.163,3.824
676,676,8.478,least_concern,52.034,three_toed,Pale-throated sloth,7.4,5.649
677,677,8.582,least_concern,50.818,three_toed,Pale-throated sloth,4.609,4.365
678,678,8.175,least_concern,50.327,three_toed,Pale-throated sloth,3.518,5.215
679,679,8.729,least_concern,48.571,three_toed,Pale-throated sloth,2.949,5.431
680,680,7.402,least_concern,50.11,three_toed,Pale-throated sloth,4.992,4.566
681,681,8.868,least_concern,48.404,three_toed,Pale-throated sloth,7.29,4.244
682,682,7.087,least_concern,50.106,three_toed,Pale-throated sloth,4.947,3.68
683,683,7.062,least_concern,51.525,three_toed,Pale-throated sloth,3.351,3.915
684,684,6.801,least_concern,48.444,three_toed,Pale-throated sloth,4.144,4.955
685,685,9.833,least_concern,50.9,three_toed,Pale-throated sloth,5.732,4.937
686,686,8.38,least_concern,49.324,three_toed,Pale-throated sloth,6.122,4.89
687,687,7.909,least_concern,49.188,three_toed,Pale-throated sloth,5.125,4.637
688,688,10.092,least_concern,49.555,three_toed,Pale-throated sloth,4.877,3.878
689,689,5.14,least_concern,48.447,three_toed,Pale-throated sloth,5.042,3.421
690,690,8.703,least_concern,49.875,three_toed,Pale-throated sloth,5.286,3.782
691,691,6.107,least_concern,49.883,three_toed,Pale-throated sloth,7.01,4.536
692,692,7.56,least_concern,50.16,three_toed,Pale-throated sloth,5.117,5.971
693,693,7.454,least_concern,49.668,three_toed,Pale-throated sloth,3.161,4.105
694,694,8.156,least_concern,50.283,three_toed,Pale-throated sloth,4.872,4.307
695,695,7.773,least_concern,50.233,three_toed,Pale-throated sloth,5.113,4.343
696,696,7.064,least_concern,50.416,three_toed,Pale-throated sloth,5.836,5.537
697,697,7.573,least_concern,49.164,three_toed,Pale-throated sloth,4.113,4.086
698,698,8.919,least_concern,49.169,three_toed,Pale-throated sloth,4.05,4.635
699,699,6.547,least_concern,48.178,three_toed,Pale-throated sloth,6.205,6.054
700,700,4.113,least_concern,50.302,three_toed,Pale-throated sloth,3.419,5.776
701,701,8.592,least_concern,50.375,three_toed,Pale-throated sloth,6.2,6.121
702,702,8.357,least_concern,50.175,three_toed,Pale-throated sloth,5.51,5.394
703,703,8.121,least_concern,51.714,three_toed,Pale-throated sloth,4.53,4.28
704,704,9.015,least_concern,48.116,three_toed,Pale-throated sloth,4.61,3.949
705,705,7.854,least_concern,50.445,three_toed,Pale-throated sloth,4.542,3.809
706,706,7.425,least_concern,50.213,three_toed,Pale-throated sloth,5.368,4.744
707,707,8.143,least_concern,49.188,three_toed,Pale-throated sloth,5.491,3.516
708,708,6.818,least_concern,50.556,three_toed,Pale-throated sloth,6.282,5.23
709,709,9.37,least_concern,50.025,three_toed,Pale-throated sloth,6.875,4.134
710,710,8.888,least_concern,48.339,three_toed,Pale-throated sloth,4.746,4.359
711,711,7.013,least_concern,50.644,three_toed,Pale-throated sloth,4.404,3.842
712,712,8.551,least_concern,49.514,three_toed,Pale-throated sloth,4.531,3.551
713,713,5.293,least_concern,50.637,three_toed,Pale-throated sloth,6.579,4.52
714,714,9.897,least_concern,50.707,three_toed,Pale-throated sloth,7.451,5.696
715,715,7.578,least_concern,50.659,three_toed,Pale-throated sloth,4.215,2.882
716,716,7.061,least_concern,49.537,three_toed,Pale-throated sloth,4.322,7.011
717,717,6.608,least_concern,49.063,three_toed,Pale-throated sloth,5.2,4.257
718,718,8.103,least_concern,50.567,three_toed,Pale-throated sloth,4.344,4.642
719,719,8.36,least_concern,51.891,three_toed,Pale-throated sloth,4.723,4.726
720,720,6.974,least_concern,51.187,three_toed,Pale-throated sloth,5.602,6.613
721,721,7.623,least_concern,49.119,three_toed,Pale-throated sloth,4.929,6.782
722,722,8.842,least_concern,49.454,three_toed,Pale-throated sloth,4.423,4.539
723,723,7.748,least_concern,49.366,three_toed,Pale-throated sloth,4.484,4.782
724,724,7.195,least_concern,51.557,three_toed,Pale-throated sloth,5.146,4.509
725,725,9.63,least_concern,49.443,three_toed,Pale-throated sloth,3.295,3.543
726,726,7.461,least_concern,50.441,three_toed,Pale-throated sloth,4.727,2.83
727,727,6.979,least_concern,49.888,three_toed,Pale-throated sloth,5.838,3.73
728,728,8.386,least_concern,48.086,three_toed,Pale-throated sloth,5.481,3.712
729,729,6.415,least_concern,48.364,three_toed,Pale-throated sloth,5.99,4.289
730,730,6.787,least_concern,48.801,three_toed,Pale-throated sloth,4.164,4.866
731,731,8.619,least_concern,52.227,three_toed,Pale-throated sloth,2.836,6.162
732,732,9.045,least_concern,48.682,three_toed,Pale-throated sloth,2.359,3.913
733,733,7.594,least_concern,49.542,three_toed,Pale-throated sloth,3.598,5.569
734,734,6.687,least_concern,51.801,three_toed,Pale-throated sloth,5.071,3.162
735,735,8.239,least_concern,50.164,three_toed,Pale-throated sloth,6.599,4.968
736,736,7.97,least_concern,50.033,three_toed,Pale-throated sloth,5.281,4.864
737,737,6.246,least_concern,52.758,three_toed,Pale-throated sloth,5.199,4.768
738,738,7.643,least_concern,50.173,three_toed,Pale-throated sloth,4.482,3.815
739,739,8.129,least_concern,49.262,three_toed,Pale-throated sloth,6.061,6.057
740,740,7.607,least_concern,51.065,three_toed,Pale-throated sloth,3.87,5.761
741,741,7.41,least_concern,50.694,three_toed,Pale-throated sloth,5.826,4.874
742,742,10.184,least_concern,48.641,three_toed,Pale-throated sloth,4.99,3.959
743,743,6.242,least_concern,47.945,three_toed,Pale-throated sloth,5.846,5.52
744,744,6.491,least_concern,50.685,three_toed,Pale-throated sloth,4.159,2.937
745,745,7.292,least_concern,49.573,three_toed,Pale-throated sloth,6.399,4.528
746,746,7.798,least_concern,48.127,three_toed,Pale-throated sloth,5.094,5.253
747,747,5.951,least_concern,52.399,three_toed,Pale-throated sloth,5.532,4.948
748,748,8.049,least_concern,50.153,three_toed,Pale-throated sloth,5.006,4.575
749,749,7.035,least_concern,48.382,three_toed,Pale-throated sloth,3.018,5.464
750,750,7.232,least_concern,48.869,three_toed,Pale-throated sloth,5.028,5.75
751,751,8.02,least_concern,50.797,three_toed,Pale-throated sloth,4.814,4.627
752,752,7.759,least_concern,50.054,three_toed,Pale-throated sloth,3.522,4.169
753,753,7.876,least_concern,48.991,three_toed,Pale-throated sloth,3.241,6.442
754,754,7.334,least_concern,49.926,three_toed,Pale-throated sloth,4.722,4.177
755,755,7.744,least_concern,49.526,three_toed,Pale-throated sloth,4.706,6.251
756,756,8.095,least_concern,49.178,three_toed,Pale-throated sloth,4.506,3.577
757,757,8.596,least_concern,49.921,three_toed,Pale-throated sloth,4.3,3.487
758,758,6.866,least_concern,49.133,three_toed,Pale-throated sloth,4.176,3.3
759,759,5.332,least_concern,50.037,three_toed,Pale-throated sloth,4.996,4.601
760,760,8.74,least_concern,50.77,three_toed,Pale-throated sloth,5.292,4.683
761,761,8.799,least_concern,48.872,three_toed,Pale-throated sloth,6.082,4.221
762,762,5.495,least_concern,50.861,three_toed,Pale-throated sloth,4.147,5.232
763,763,6.681,least_concern,49.769,three_toed,Pale-throated sloth,6.327,3.423
764,764,6.775,least_concern,48.566,three_toed,Pale-throated sloth,6.181,3.677
765,765,8.749,least_concern,48.542,three_toed,Pale-throated sloth,3.805,4.263
766,766,9.403,least_concern,49.444,three_toed,Pale-throated sloth,3.191,3.577
767,767,8.279,least_concern,50.743,three_toed,Pale-throated sloth,5.104,4.587
768,768,6.023,least_concern,49.586,three_toed,Pale-throated sloth,6.293,4.246
769,769,7.375,least_concern,49.658,three_toed,Pale-throated sloth,4.127,4.164
770,770,6.952,least_concern,50.09,three_toed,Pale-throated sloth,6.772,4.554
771,771,5.839,least_concern,49.312,three_toed,Pale-throated sloth,3.408,7.11
772,772,8.853,least_concern,49.503,three_toed,Pale-throated sloth,5.117,4.59
773,773,8.578,least_concern,50.753,three_toed,Pale-throated sloth,5.431,5.299
774,774,7.305,least_concern,50.576,three_toed,Pale-throated sloth,3.607,4.111
775,775,7.648,least_concern,50.976,three_toed,Pale-throated sloth,5.041,5.107
776,776,5.7,least_concern,49.965,three_toed,Pale-throated sloth,4.939,4.805
777,777,7.582,least_concern,50.146,three_toed,Pale-throated sloth,7.606,7.629
778,778,7.64,least_concern,46.928,three_toed,Pale-throated sloth,5.409,4.517
779,779,8.943,least_concern,48.647,three_toed,Pale-throated sloth,5.154,3.712
780,780,7.683,least_concern,50.872,three_toed,Pale-throated sloth,5.327,2.941
781,781,8.165,least_concern,50.698,three_toed,Pale-throated sloth,5.403,4.752
782,782,7.884,least_concern,51.466,three_toed,Pale-throated sloth,5.127,4.825
783,783,8.74,least_concern,50.231,three_toed,Pale-throated sloth,4.235,3.768
784,784,6.371,least_concern,50.548,three_toed,Pale-throated sloth,2.722,4.476
785,785,5.343,least_concern,52.162,three_toed,Pale-throated sloth,6.075,3.7
786,786,6.297,least_concern,49.878,three_toed,Pale-throated sloth,4.004,6.778
787,787,5.459,least_concern,48.994,three_toed,Pale-throated sloth,7.615,5.254
788,788,8.008,least_concern,49.118,three_toed,Pale-throated sloth,5.007,5.687
789,789,6.277,least_concern,49.319,three_toed,Pale-throated sloth,5.447,5.747
790,790,8.886,least_concern,49.416,three_toed,Pale-throated sloth,3.018,5.144
791,791,6.971,least_concern,51.382,three_toed,Pale-throated sloth,4.952,3.283
792,792,6.439,least_concern,50.162,three_toed,Pale-throated sloth,5.788,4.329
793,793,9.163,least_concern,48.412,three_toed,Pale-throated sloth,4.902,5.735
794,794,7.944,least_concern,48.903,three_toed,Pale-throated sloth,6.895,3.664
795,795,6.265,least_concern,50.774,three_toed,Pale-throated sloth,4.818,3.533
796,796,8.217,least_concern,50.431,three_toed,Pale-throated sloth,4.391,6.117
797,797,7.602,least_concern,50.501,three_toed,Pale-throated sloth,7.18,6.058
798,798,8.477,least_concern,50.618,three_toed,Pale-throated sloth,4.039,4.553
799,799,7.399,least_concern,49.622,three_toed,Pale-throated sloth,5.608,3.171
800,800,8.86,least_concern,50.152,three_toed,Pale-throated sloth,5.425,4.635
801,801,8.204,least_concern,49.211,three_toed,Pale-throated sloth,5.399,5.334
802,802,7.659,least_concern,49.273,three_toed,Pale-throated sloth,5.084,5.536
803,803,9.164,least_concern,48.832,three_toed,Pale-throated sloth,5.437,3.136
804,804,7.235,least_concern,50.05,three_toed,Pale-throated sloth,5.797,5.022
805,805,6.273,least_concern,49.958,three_toed,Pale-throated sloth,6.893,3.923
806,806,7.381,least_concern,49.518,three_toed,Pale-throated sloth,4.49,5.147
807,807,7.172,least_concern,48.587,three_toed,Pale-throated sloth,5.203,6.223
808,808,7.853,least_concern,51.203,three_toed,Pale-throated sloth,5.706,5.272
809,809,8.915,least_concern,51.006,three_toed,Pale-throated sloth,4.897,4.712
810,810,8.147,least_concern,49.135,three_toed,Pale-throated sloth,5.286,6.034
811,811,7.343,least_concern,51.826,three_toed,Pale-throated sloth,4.323,2.47
812,812,7.91,least_concern,49.999,three_toed,Pale-throated sloth,5.085,5.365
813,813,7.267,least_concern,50.001,three_toed,Pale-throated sloth,5.603,4.64
814,814,7.062,least_concern,50.594,three_toed,Pale-throated sloth,5.517,5.463
815,815,8.482,least_concern,49.347,three_toed,Pale-throated sloth,4.906,4.816
816,816,7.906,least_concern,50.238,three_toed,Pale-throated sloth,4.708,5.693
817,817,7.819,least_concern,50.102,three_toed,Pale-throated sloth,3.411,4.297
818,818,7.617,least_concern,50.14,three_toed,Pale-throated sloth,5.361,5.025
819,819,5.619,least_concern,50.968,three_toed,Pale-throated sloth,5.179,4.81
820,820,6.612,least_concern,49.504,three_toed,Pale-throated sloth,4.926,4.859
821,821,7.276,least_concern,49.314,three_toed,Pale-throated sloth,5.42,4.888
822,822,5.201,least_concern,49.657,three_toed,Pale-throated sloth,3.698,4.458
823,823,8.379,least_concern,48.738,three_toed,Pale-throated sloth,4.042,3.903
824,824,7.546,least_concern,50.151,three_toed,Pale-throated sloth,3.213,3.862
825,825,6.041,least_concern,50.438,three_toed,Pale-throated sloth,4.375,4.306
826,826,6.418,least_concern,50.962,three_toed,Pale-throated sloth,5.259,3.414
827,827,7.288,least_concern,50.155,three_toed,Pale-throated sloth,4.587,5.669
828,828,5.564,least_concern,50.841,three_toed,Pale-throated sloth,4.93,4.746
829,829,8.673,least_concern,49.747,three_toed,Pale-throated sloth,4.41,4.841
830,830,7.625,least_concern,50.124,three_toed,Pale-throated sloth,3.718,3.368
831,831,6.402,least_concern,50.174,three_toed,Pale-throated sloth,4.861,4.635
832,832,8.092,least_concern,50.527,three_toed,Pale-throated sloth,2.234,4.833
833,833,8.164,least_concern,50.748,three_toed,Pale-throated sloth,4.081,4.47
834,834,6.445,least_concern,49.334,three_toed,Pale-throated sloth,4.593,3.587
835,835,7.507,least_concern,50.618,three_toed,Pale-throated sloth,4.615,6.224
836,836,6.987,least_concern,49.649,three_toed,Pale-throated sloth,5.398,6.416
837,837,5.823,least_concern,50.156,three_toed,Pale-throated sloth,5.21,5.249
838,838,7.246,least_concern,49.588,three_toed,Pale-throated sloth,5.211,3.887
839,839,6.404,least_concern,50.735,three_toed,Pale-throated sloth,4.768,6.706
840,840,8.634,least_concern,50.007,three_toed,Pale-throated sloth,7.016,4.895
841,841,7.881,least_concern,51.774,three_toed,Pale-throated sloth,6.427,5.696
842,842,7.115,least_concern,50.98,three_toed,Pale-throated sloth,4.56,2.357
843,843,7.344,least_concern,49.019,three_toed,Pale-throated sloth,6.521,2.696
844,844,9.621,least_concern,50.91,three_toed,Pale-throated sloth,5.072,3.298
845,845,6.452,least_concern,49.259,three_toed,Pale-throated sloth,4.645,3.475
846,846,7.642,least_concern,50.464,three_toed,Pale-throated sloth,5.773,4.602
847,847,7.361,least_concern,50.417,three_toed,Pale-throated sloth,4.11,5.058
848,848,8.659,least_concern,49.665,three_toed,Pale-throated sloth,6.512,4.143
849,849,8.017,least_concern,49.368,three_toed,Pale-throated sloth,4.528,4.335
850,850,5.237,least_concern,48.849,three_toed,Pale-throated sloth,5.355,5.124
851,851,6.466,least_concern,49.956,three_toed,Pale-throated sloth,7.015,5.644
852,852,7.467,least_concern,50.265,three_toed,Pale-throated sloth,3.884,4.766
853,853,7.213,least_concern,52.156,three_toed,Pale-throated sloth,5.361,4.291
854,854,9.603,least_concern,50.252,three_toed,Pale-throated sloth,2.955,6.079
855,855,5.826,least_concern,50.712,three_toed,Pale-throated sloth,6.133,4.314
856,856,8.315,least_concern,49.75,three_toed,Pale-throated sloth,3.671,4.0
857,857,8.152,least_concern,49.551,three_toed,Pale-throated sloth,4.285,3.909
858,858,5.695,least_concern,49.836,three_toed,Pale-throated sloth,5.329,3.998
859,859,7.001,least_concern,50.089,three_toed,Pale-throated sloth,4.518,4.396
860,860,6.869,least_concern,51.853,three_toed,Pale-throated sloth,5.172,4.919
861,861,7.433,least_concern,49.284,three_toed,Pale-throated sloth,4.715,4.131
862,862,7.115,least_concern,49.49,three_toed,Pale-throated sloth,6.412,4.609
863,863,6.362,least_concern,49.222,three_toed,Pale-throated sloth,3.547,4.837
864,864,7.26,least_concern,50.029,three_toed,Pale-throated sloth,4.131,3.139
865,865,6.959,least_concern,49.269,three_toed,Pale-throated sloth,4.279,5.887
866,866,7.544,least_concern,50.788,three_toed,Pale-throated sloth,5.945,4.536
867,867,5.783,least_concern,49.737,three_toed,Pale-throated sloth,3.483,6.033
868,868,8.751,least_concern,51.939,three_toed,Pale-throated sloth,6.285,6.652
869,869,6.885,least_concern,53.643,three_toed,Pale-throated sloth,5.45,4.045
870,870,8.945,least_concern,50.529,three_toed,Pale-throated sloth,5.68,4.395
871,871,7.921,least_concern,49.43,three_toed,Pale-throated sloth,6.233,3.658
872,872,8.459,least_concern,48.157,three_toed,Pale-throated sloth,4.63,4.474
873,873,6.063,least_concern,51.251,three_toed,Pale-throated sloth,5.033,5.776
874,874,9.268,least_concern,49.823,three_toed,Pale-throated sloth,6.147,4.704
875,875,7.873,least_concern,49.582,three_toed,Pale-throated sloth,5.484,5.796
876,876,8.175,least_concern,49.892,three_toed,Pale-throated sloth,4.822,7.327
877,877,7.801,least_concern,49.031,three_toed,Pale-throated sloth,4.352,4.343
878,878,9.702,least_concern,49.654,three_toed,Pale-throated sloth,5.838,4.046
879,879,6.919,least_concern,50.821,three_toed,Pale-throated sloth,4.566,5.597
880,880,5.397,least_concern,50.114,three_toed,Pale-throated sloth,5.144,5.016
881,881,6.805,least_concern,49.407,three_toed,Pale-throated sloth,5.55,5.979
882,882,8.364,least_concern,49.864,three_toed,Pale-throated sloth,4.796,3.78
883,883,8.318,least_concern,50.555,three_toed,Pale-throated sloth,3.754,5.503
884,884,5.943,least_concern,48.484,three_toed,Pale-throated sloth,6.579,5.902
885,885,7.436,least_concern,50.414,three_toed,Pale-throated sloth,4.382,3.361
886,886,8.981,least_concern,48.917,three_toed,Pale-throated sloth,6.649,4.272
887,887,8.268,least_concern,49.614,three_toed,Pale-throated sloth,4.457,5.046
888,888,7.784,least_concern,50.155,three_toed,Pale-throated sloth,3.873,5.335
889,889,6.427,least_concern,48.078,three_toed,Pale-throated sloth,5.893,3.205
890,890,7.126,least_concern,51.532,three_toed,Pale-throated sloth,3.595,5.593
891,891,8.027,least_concern,49.072,three_toed,Pale-throated sloth,4.322,3.204
892,892,7.721,least_concern,50.307,three_toed,Pale-throated sloth,5.84,3.822
893,893,9.851,least_concern,48.86,three_toed,Pale-throated sloth,4.001,3.8
894,894,9.294,least_concern,50.387,three_toed,Pale-throated sloth,4.234,4.766
895,895,8.05,least_concern,49.645,three_toed,Pale-throated sloth,6.923,5.601
896,896,8.472,least_concern,48.511,three_toed,Pale-throated sloth,4.164,4.135
897,897,7.298,least_concern,49.678,three_toed,Pale-throated sloth,3.458,5.31
898,898,7.474,least_concern,52.163,three_toed,Pale-throated sloth,5.445,3.9
899,899,7.893,least_concern,51.219,three_toed,Pale-throated sloth,4.079,4.651
900,900,9.38,least_concern,50.499,three_toed,Pale-throated sloth,4.837,2.986
901,901,5.9,least_concern,48.382,three_toed,Pale-throated sloth,5.391,5.547
902,902,8.734,least_concern,51.135,three_toed,Pale-throated sloth,6.557,3.424
903,903,7.482,least_concern,50.653,three_toed,Pale-throated sloth,4.223,5.226
904,904,7.592,least_concern,48.472,three_toed,Pale-throated sloth,3.628,5.684
905,905,6.818,least_concern,49.474,three_toed,Pale-throated sloth,2.735,3.479
906,906,7.033,least_concern,50.552,three_toed,Pale-throated sloth,5.206,5.356
907,907,9.074,least_concern,48.363,three_toed,Pale-throated sloth,4.834,3.975
908,908,7.695,least_concern,48.996,three_toed,Pale-throated sloth,5.202,4.403
909,909,6.082,least_concern,49.112,three_toed,Pale-throated sloth,6.075,4.555
910,910,8.396,least_concern,49.567,three_toed,Pale-throated sloth,4.322,3.779
911,911,6.874,least_concern,49.573,three_toed,Pale-throated sloth,4.889,3.467
912,912,6.624,least_concern,51.063,three_toed,Pale-throated sloth,4.502,4.835
913,913,7.89,least_concern,49.905,three_toed,Pale-throated sloth,6.756,3.7
914,914,8.772,least_concern,49.589,three_toed,Pale-throated sloth,5.059,4.727
915,915,6.747,least_concern,49.536,three_toed,Pale-throated sloth,3.522,4.564
916,916,6.872,least_concern,50.785,three_toed,Pale-throated sloth,3.651,4.591
917,917,9.282,least_concern,50.435,three_toed,Pale-throated sloth,4.078,4.772
918,918,7.134,least_concern,48.996,three_toed,Pale-throated sloth,5.896,2.477
919,919,8.017,least_concern,51.279,three_toed,Pale-throated sloth,6.086,6.283
920,920,7.215,least_concern,49.932,three_toed,Pale-throated sloth,5.139,4.249
921,921,6.519,least_concern,50.927,three_toed,Pale-throated sloth,6.699,7.955
922,922,8.869,least_concern,50.212,three_toed,Pale-throated sloth,4.822,4.834
923,923,5.918,least_concern,50.962,three_toed,Pale-throated sloth,6.104,3.663
924,924,7.026,least_concern,51.376,three_toed,Pale-throated sloth,6.432,4.074
925,925,8.843,least_concern,49.486,three_toed,Pale-throated sloth,4.63,4.686
926,926,7.851,least_concern,50.038,three_toed,Pale-throated sloth,5.311,5.199
927,927,7.458,least_concern,51.996,three_toed,Pale-throated sloth,3.346,5.673
928,928,8.215,least_concern,49.792,three_toed,Pale-throated sloth,5.088,5.029
929,929,7.484,least_concern,50.933,three_toed,Pale-throated sloth,5.192,3.743
930,930,7.564,least_concern,51.271,three_toed,Pale-throated sloth,4.85,5.067
931,931,6.552,least_concern,48.435,three_toed,Pale-throated sloth,6.429,4.833
932,932,6.69,least_concern,50.379,three_toed,Pale-throated sloth,2.218,4.244
933,933,4.998,least_concern,51.392,three_toed,Pale-throated sloth,4.358,3.519
934,934,6.033,least_concern,50.435,three_toed,Pale-throated sloth,3.63,3.148
935,935,9.71,least_concern,49.63,three_toed,Pale-throated sloth,3.726,5.746
936,936,7.81,least_concern,50.52,three_toed,Pale-throated sloth,4.635,5.272
937,937,7.871,least_concern,49.592,three_toed,Pale-throated sloth,5.157,2.866
938,938,6.195,least_concern,50.46,three_toed,Pale-throated sloth,6.327,5.623
939,939,8.42,least_concern,50.411,three_toed,Pale-throated sloth,5.023,4.928
940,940,9.073,least_concern,50.518,three_toed,Pale-throated sloth,6.299,3.491
941,941,7.469,least_concern,50.963,three_toed,Pale-throated sloth,4.705,3.297
942,942,8.466,least_concern,50.34,three_toed,Pale-throated sloth,5.275,4.465
943,943,6.986,least_concern,50.977,three_toed,Pale-throated sloth,5.321,4.628
944,944,6.711,least_concern,50.345,three_toed,Pale-throated sloth,5.37,4.489
945,945,6.138,least_concern,49.47,three_toed,Pale-throated sloth,5.0,5.499
946,946,7.321,least_concern,51.083,three_toed,Pale-throated sloth,7.523,4.84
947,947,6.109,least_concern,49.639,three_toed,Pale-throated sloth,6.029,3.03
948,948,8.301,least_concern,49.677,three_toed,Pale-throated sloth,6.101,4.749
949,949,7.109,least_concern,50.84,three_toed,Pale-throated sloth,5.802,3.243
950,950,8.171,least_concern,50.719,three_toed,Pale-throated sloth,4.493,4.633
951,951,8.455,least_concern,48.993,three_toed,Pale-throated sloth,5.435,6.359
952,952,5.853,least_concern,51.452,three_toed,Pale-throated sloth,5.736,3.926
953,953,7.529,least_concern,48.198,three_toed,Pale-throated sloth,5.051,6.165
954,954,6.322,least_concern,51.036,three_toed,Pale-throated sloth,4.965,4.183
955,955,7.411,least_concern,50.016,three_toed,Pale-throated sloth,4.596,5.517
956,956,7.94,least_concern,51.33,three_toed,Pale-throated sloth,4.9,4.551
957,957,7.794,least_concern,49.66,three_toed,Pale-throated sloth,4.337,4.604
958,958,9.153,least_concern,49.98,three_toed,Pale-throated sloth,4.578,5.311
959,959,7.656,least_concern,50.306,three_toed,Pale-throated sloth,4.319,4.679
960,960,6.911,least_concern,50.202,three_toed,Pale-throated sloth,5.436,5.826
961,961,8.052,least_concern,49.489,three_toed,Pale-throated sloth,5.6,4.643
962,962,7.435,least_concern,49.071,three_toed,Pale-throated sloth,5.14,4.387
963,963,6.664,least_concern,48.891,three_toed,Pale-throated sloth,5.263,3.961
964,964,8.061,least_concern,50.31,three_toed,Pale-throated sloth,6.411,4.768
965,965,6.689,least_concern,50.507,three_toed,Pale-throated sloth,5.958,4.546
966,966,6.958,least_concern,51.803,three_toed,Pale-throated sloth,6.305,4.183
967,967,6.639,least_concern,48.73,three_toed,Pale-throated sloth,3.873,5.674
968,968,8.658,least_concern,51.028,three_toed,Pale-throated sloth,5.683,5.151
969,969,8.323,least_concern,50.073,three_toed,Pale-throated sloth,7.263,4.153
970,970,6.752,least_concern,47.986,three_toed,Pale-throated sloth,5.057,4.639
971,971,8.201,least_concern,50.566,three_toed,Pale-throated sloth,4.033,4.821
972,972,6.693,least_concern,48.347,three_toed,Pale-throated sloth,5.909,3.739
973,973,7.59,least_concern,50.216,three_toed,Pale-throated sloth,4.194,3.69
974,974,9.136,least_concern,48.362,three_toed,Pale-throated sloth,5.556,4.576
975,975,5.379,least_concern,50.438,three_toed,Pale-throated sloth,5.22,4.37
976,976,7.159,least_concern,48.469,three_toed,Pale-throated sloth,4.827,4.648
977,977,6.727,least_concern,51.328,three_toed,Pale-throated sloth,6.588,5.511
978,978,8.481,least_concern,52.137,three_toed,Pale-throated sloth,5.643,3.275
979,979,6.436,least_concern,48.832,three_toed,Pale-throated sloth,3.799,3.204
980,980,7.794,least_concern,49.71,three_toed,Pale-throated sloth,6.097,4.943
981,981,8.171,least_concern,49.208,three_toed,Pale-throated sloth,4.81,4.424
982,982,9.219,least_concern,47.38,three_toed,Pale-throated sloth,5.116,3.16
983,983,6.45,least_concern,49.188,three_toed,Pale-throated sloth,5.553,3.726
984,984,8.547,least_concern,47.744,three_toed,Pale-throated sloth,4.748,3.569
985,985,7.922,least_concern,49.931,three_toed,Pale-throated sloth,7.763,3.76
986,986,9.132,least_concern,48.04,three_toed,Pale-throated sloth,5.598,5.986
987,987,7.198,least_concern,48.208,three_toed,Pale-throated sloth,3.032,3.871
988,988,7.931,least_concern,50.339,three_toed,Pale-throated sloth,5.339,4.007
989,989,8.257,least_concern,49.295,three_toed,Pale-throated sloth,5.487,4.239
990,990,8.013,least_concern,47.575,three_toed,Pale-throated sloth,5.985,4.352
991,991,7.18,least_concern,50.232,three_toed,Pale-throated sloth,4.423,4.118
992,992,7.319,least_concern,48.563,three_toed,Pale-throated sloth,4.681,6.019
993,993,5.89,least_concern,48.389,three_toed,Pale-throated sloth,4.801,6.013
994,994,8.067,least_concern,51.028,three_toed,Pale-throated sloth,4.157,6.28
995,995,9.015,least_concern,48.707,three_toed,Pale-throated sloth,4.671,4.404
996,996,5.872,least_concern,49.238,three_toed,Pale-throated sloth,4.804,3.725
997,997,7.488,least_concern,50.452,three_toed,Pale-throated sloth,5.199,5.714
998,998,8.134,least_concern,50.038,three_toed,Pale-throated sloth,4.584,5.114
999,999,8.079,least_concern,49.381,three_toed,Pale-throated sloth,3.909,4.761
